"lat","lon","elevation_m","in_camp","unix_time","distance_from_camp_m"
-3.5374506,35.1225706,1256,1,1474173125,20.9401
-3.5374484,35.122573,1256,1,1474173130,21.0804
-3.537446,35.122573,1256,1,1474173135,20.9727
-3.537446,35.122573,1256,1,1474173140,20.9727
-3.537446,35.122573,1256,1,1474173145,20.9727
-3.5374448,35.1225714,1256,1,1474173150,20.7568
-3.5374422,35.122569,1256,1,1474173155,20.3983
-3.5374426,35.122569,1256,1,1474173160,20.4157
-3.5374382,35.1225642,1256,1,1474173165,19.7356
-3.537426,35.1225558,1255,1,1474173170,18.3795
-3.537421333,35.12256167,1255,1,1474173175,18.8324
-3.5374174,35.122577,1255,1,1474173180,20.3463
-3.5374142,35.122577,1254,1,1474173185,20.2581
-3.537411,35.122577,1254,1,1474173190,20.1756
-3.537411,35.122577,1254,1,1474173195,20.1756
-3.537411,35.122577,1254,1,1474173200,20.1756
-3.537411,35.122577,1254,1,1474173205,20.1756
-3.537411,35.122577,1254,1,1474173210,20.1756
-3.5374108,35.122577,1254,1,1474173215,20.1707
-3.53741,35.122577,1254,1,1474173220,20.1511
-3.53741,35.122577,1254,1,1474173225,20.1511
-3.53741,35.122577,1254,1,1474173230,20.1511
-3.53741,35.122577,1254,1,1474173235,20.1511
-3.53741,35.122577,1254,1,1474173240,20.1511
-3.53741,35.122577,1254,1,1474173245,20.1511
-3.53741,35.122577,1254,1,1474173250,20.1511
-3.53741,35.122577,1254,1,1474173255,20.1511
-3.5374096,35.122577,1254,1,1474173260,20.1414
-3.537408,35.122577,1254,1,1474173265,20.1037
-3.537408,35.122577,1254,1,1474173270,20.1037
-3.537408,35.122577,1254,1,1474173275,20.1037
-3.537408,35.122577,1254,1,1474173280,20.1037
-3.537408,35.122577,1254,1,1474173285,20.1037
-3.537408,35.122577,1254,1,1474173290,20.1037
-3.537408,35.122577,1254,1,1474173295,20.1037
-3.537408,35.122577,1254,1,1474173300,20.1037
-3.537408,35.122577,1254,1,1474173305,20.1037
-3.537408,35.122577,1254,1,1474173310,20.1037
-3.537408,35.122577,1254,1,1474173315,20.1037
-3.537408,35.122577,1254,1,1474173320,20.1037
-3.537408,35.122577,1254,1,1474173325,20.1037
-3.537408,35.122577,1254,1,1474173330,20.1037
-3.537408,35.122577,1254,1,1474173335,20.1037
-3.537408,35.122577,1254,1,1474173340,20.1037
-3.537408,35.122577,1254,1,1474173345,20.1037
-3.537408,35.122577,1254,1,1474173350,20.1037
-3.537408,35.122577,1254,1,1474173355,20.1037
-3.537408,35.122577,1254,1,1474173360,20.1037
-3.537408,35.122577,1254,1,1474173365,20.1037
-3.537408,35.122577,1254,1,1474173370,20.1037
-3.537408,35.122577,1254,1,1474173375,20.1037
-3.537408,35.122577,1254,1,1474173380,20.1037
-3.537408,35.122577,1254,1,1474173385,20.1037
-3.537408,35.122577,1254,1,1474173390,20.1037
-3.537408,35.122577,1254,1,1474173395,20.1037
-3.537408,35.122577,1254,1,1474173400,20.1037
-3.537408,35.122577,1254,1,1474173405,20.1037
-3.537408,35.122577,1254,1,1474173410,20.1037
-3.537408,35.122577,1254,1,1474173415,20.1037
-3.537408,35.122577,1254,1,1474173420,20.1037
-3.537408,35.122577,1254,1,1474173425,20.1037
-3.537408,35.122577,1254,1,1474173430,20.1037
-3.537408,35.122577,1254,1,1474173435,20.1037
-3.537408,35.122577,1254,1,1474173440,20.1037
-3.537408,35.122577,1254,1,1474173445,20.1037
-3.537408,35.122577,1254,1,1474173450,20.1037
-3.537408,35.122577,1254,1,1474173455,20.1037
-3.537408,35.122577,1254,1,1474173460,20.1037
-3.537408,35.122577,1254,1,1474173465,20.1037
-3.537408,35.122577,1254,1,1474173470,20.1037
-3.537408,35.122577,1254,1,1474173475,20.1037
-3.537408,35.122577,1254,1,1474173480,20.1037
-3.537408,35.122577,1254,1,1474173485,20.1037
-3.5374068,35.122577,1254,1,1474173490,20.0764
-3.5374072,35.122577,1254,1,1474173495,20.0854
-3.537408,35.122577,1254,1,1474173500,20.1037
-3.537408,35.122577,1254,1,1474173505,20.1037
-3.537408,35.122577,1254,1,1474173510,20.1037
-3.537408,35.122577,1254,1,1474173515,20.1037
-3.5374072,35.122577,1254,1,1474173520,20.0854
-3.537406,35.122577,1254,1,1474173525,20.0586
-3.537406,35.122577,1254,1,1474173530,20.0586
-3.5374068,35.122577,1254,1,1474173535,20.0764
-3.5374072,35.122577,1254,1,1474173540,20.0854
-3.5374068,35.122577,1254,1,1474173545,20.0764
-3.537408,35.122577,1254,1,1474173550,20.1037
-3.537408,35.122577,1254,1,1474173555,20.1037
-3.537408,35.122577,1254,1,1474173560,20.1037
-3.537408,35.122577,1254,1,1474173565,20.1037
-3.537408,35.122577,1254,1,1474173570,20.1037
-3.537408,35.122577,1254,1,1474173575,20.1037
-3.5374072,35.122577,1254,1,1474173580,20.0854
-3.5374068,35.122577,1254,1,1474173585,20.0764
-3.537408,35.122577,1254,1,1474173590,20.1037
-3.537408,35.122577,1254,1,1474173595,20.1037
